ticker,title,content,published_date,source,sentiment_score
MS,Morgan Stanley Shares Fall 6.7% Amid Geopolitical Tensions Escalate,Morgan Stanley (MS) shares falled 6.7% as geopolitical tensions escalate. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-24,Zacks,-0.32
GILD,KeyBanc Boosts Gilead Sciences Price Target to $263,"KeyBanc analyst boosts Gilead Sciences (GILD) price target to $263, citing market share gains. The firm maintains a Overweight rating on the stock.",2022-03-24,Zacks,0.49
CVX,Chevron Positioned to Benefit from Opec Production Decisions,Analysts see Chevron (CVX) as well-positioned to benefit from OPEC production decisions. The company's strategic investments and market position provide competitive advantages in this evolving landscape.,2022-03-24,Investor's Business Daily,0.15
INTC,Intel Reaches $1685M Settlement with FTC,Intel agreed to pay $1685 million to settle regulatory charges brought by the FTC. The company neither admitted nor denied the allegations.,2022-03-25,Zacks,-0.44
BAC,Goldman Sachs Reduces Bank of America Price Target to $288,"Goldman Sachs analyst reduces Bank of America (BAC) price target to $288, citing slowing growth. The firm maintains a Underweight rating on the stock.",2022-03-25,Financial Times,-0.2
WFC,"Wells Fargo Reports Q1 Revenue of $11.2B, Beating Expectations","Wells Fargo announced Q1 2022 revenue of $11.2 billion, surpassing analyst estimates. The company reported earnings per share of $12.51, above consensus. Management raised full-year guidance citing strong demand.",2022-03-25,Business Insider,0.31
INTC,Intel Faces Challenges from Saas Adoption,Intel (INTC) faces headwinds from SaaS adoption. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-28,Yahoo Finance,-0.26
SQ,Bernstein Increases Block Price Target to $236,"Bernstein analyst increases Block (SQ) price target to $236, citing margin expansion. The firm maintains a Outperform rating on the stock.",2022-03-28,Business Insider,0.23
SNOW,Snowflake Faces Challenges from Saas Adoption,Snowflake (SNOW) faces headwinds from SaaS adoption. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-28,Investor's Business Daily,-0.48
SNOW,Oppenheimer Boosts Snowflake Price Target to $329,"Oppenheimer analyst boosts Snowflake (SNOW) price target to $329, citing strong growth outlook. The firm maintains a Buy rating on the stock.",2022-03-28,Seeking Alpha,0.63
UBER,UBS Cuts Uber Price Target to $339,"UBS analyst cuts Uber (UBER) price target to $339, citing margin compression. The firm maintains a Neutral rating on the stock.",2022-03-28,TheStreet,-0.2
C,"Citigroup Reports Q1 Revenue of $53.2B, Beating Expectations","Citigroup announced Q1 2022 revenue of $53.2 billion, surpassing analyst estimates. The company reported earnings per share of $13.27, above consensus. Management raised full-year guidance citing strong demand.",2022-03-28,Zacks,0.83
AXP,Wells Fargo Raises American Express Price Target to $350,"Wells Fargo analyst raises American Express (AXP) price target to $350, citing strong growth outlook. The firm maintains a Overweight rating on the stock.",2022-03-28,Zacks,0.24
AXP,American Express Shares Drop 4.1% Amid Geopolitical Tensions Escalate,American Express (AXP) shares droped 4.1% as geopolitical tensions escalate. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-28,AP News,-0.47
ABBV,Bernstein Raises AbbVie Price Target to $262,"Bernstein analyst raises AbbVie (ABBV) price target to $262, citing margin expansion. The firm maintains a Outperform rating on the stock.",2022-03-28,Yahoo Finance,0.7
COP,"ConocoPhillips Reports Q1 Revenue of $77.4B, Beating Expectations","ConocoPhillips announced Q1 2022 revenue of $77.4 billion, surpassing analyst estimates. The company reported earnings per share of $1.13, above consensus. Management raised full-year guidance citing strong demand.",2022-03-28,MarketWatch,0.75
WMT,Walmart Names New Chief Technology Officer,Walmart appointed a new CTO to lead its technology and innovation strategy. The hire signals an increased focus on digital transformation and AI capabilities.,2022-03-28,CNBC,0.23
WMT,Walmart Shares Fall 5.1% Amid Trade War Concerns Resurface,Walmart (WMT) shares falled 5.1% as trade war concerns resurface. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-28,Barron's,-0.62
WMT,"Walmart Launches Loyalty Program Update, Shares Jump","Walmart unveiled its new loyalty program update at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Walmart's strategic growth priorities.",2022-03-28,Zacks,0.57
CAT,"Caterpillar Q1 Earnings Miss Estimates, Revenue Falls Short","Caterpillar reported Q1 2022 revenue of $36.3 billion, missing analyst expectations. Earnings per share came in at $2.78, below consensus. Management cited macroeconomic headwinds and cautious consumer spending.",2022-03-28,BBC Business,-0.46
CAT,JPMorgan Increases Caterpillar Price Target to $336,"JPMorgan analyst increases Caterpillar (CAT) price target to $336, citing AI tailwinds. The firm maintains a Outperform rating on the stock.",2022-03-28,Benzinga,0.34
AMD,Raymond James Raises AMD Price Target to $406,"Raymond James analyst raises AMD (AMD) price target to $406, citing margin expansion. The firm maintains a Buy rating on the stock.",2022-03-29,Barron's,0.67
NKE,Nike Shares Tumble 3.6% Amid Rising Interest Rate Fears,Nike (NKE) shares tumbleed 3.6% as rising interest rate fears. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-03-29,BBC Business,-0.35
MCD,UBS Increases McDonald's Price Target to $229,"UBS analyst increases McDonald's (MCD) price target to $229, citing margin expansion. The firm maintains a Buy rating on the stock.",2022-03-29,Business Insider,0.58
TSLA,Tesla Announces Organizational Restructuring,Tesla revealed plans to reorganize its business units to improve efficiency and accelerate growth. The restructuring will affect multiple divisions and is expected to generate cost savings.,2022-03-30,Investor's Business Daily,-0.03
TSLA,Tesla Faces Challenges from Ai Revolution,Tesla (TSLA) faces headwinds from AI revolution. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-30,CNBC,-0.08
SQ,"Block Launches New Cloud Service, Shares Jump","Block unveiled its new new cloud service at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Block's strategic growth priorities.",2022-03-30,Forbes,0.47
AXP,"American Express Reports Q1 Revenue of $27.4B, Beating Expectations","American Express announced Q1 2022 revenue of $27.4 billion, surpassing analyst estimates. The company reported earnings per share of $2.39, above consensus. Management raised full-year guidance citing strong demand.",2022-03-30,TipRanks,0.42
SLB,SLB Faces Challenges from Oil Price Outlook,SLB (SLB) faces headwinds from oil price outlook. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-03-30,AP News,-0.17
WMT,Walmart Receives Regulatory Approval for new product,"Walmart received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2022-03-30,Investor's Business Daily,0.53
PYPL,"PayPal Reports Q1 Revenue of $112.8B, Beating Expectations","PayPal announced Q1 2022 revenue of $112.8 billion, surpassing analyst estimates. The company reported earnings per share of $14.13, above consensus. Management raised full-year guidance citing strong demand.",2022-03-31,Bloomberg,0.6
PYPL,"PayPal Reports Q1 Revenue of $16.4B, Beating Expectations","PayPal announced Q1 2022 revenue of $16.4 billion, surpassing analyst estimates. The company reported earnings per share of $5.18, above consensus. Management raised full-year guidance citing strong demand.",2022-03-31,BBC Business,0.7
MA,"Mastercard Reports Q1 Revenue of $51.3B, Beating Expectations","Mastercard announced Q1 2022 revenue of $51.3 billion, surpassing analyst estimates. The company reported earnings per share of $2.39, above consensus. Management raised full-year guidance citing strong demand.",2022-03-31,Yahoo Finance,0.4
MRK,Oppenheimer Increases Merck Price Target to $288,"Oppenheimer analyst increases Merck (MRK) price target to $288, citing AI tailwinds. The firm maintains a Outperform rating on the stock.",2022-03-31,Investor's Business Daily,0.21
BA,Morgan Stanley Boosts Boeing Price Target to $385,"Morgan Stanley analyst boosts Boeing (BA) price target to $385, citing strong growth outlook. The firm maintains a Buy rating on the stock.",2022-03-31,Seeking Alpha,0.69
META,Cowen Lowers Meta Platforms Price Target to $463,"Cowen analyst lowers Meta Platforms (META) price target to $463, citing competitive pressures. The firm maintains a Underweight rating on the stock.",2022-04-01,TipRanks,-0.56
ADBE,Adobe Shares Fall 2.2% Amid Inflation Data Spooks Markets,Adobe (ADBE) shares falled 2.2% as inflation data spooks markets. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-04-01,Reuters,-0.78
ADBE,Adobe Shares Slide 2.5% Amid Geopolitical Tensions Escalate,Adobe (ADBE) shares slideed 2.5% as geopolitical tensions escalate. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-04-01,Reuters,-0.42
SHOP,Shopify Shares Drop 1.3% Amid Fed Signals More Rate Hikes,Shopify (SHOP) shares droped 1.3% as Fed signals more rate hikes. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-04-01,MarketWatch,-0.67
COIN,JPMorgan Increases Coinbase Price Target to $353,"JPMorgan analyst increases Coinbase (COIN) price target to $353, citing strategic positioning. The firm maintains a Overweight rating on the stock.",2022-04-01,CNBC,0.24
BAC,"Bank of America Launches Lending Platform, Shares Gain","Bank of America unveiled its new lending platform at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Bank of America's strategic growth priorities.",2022-04-01,Business Insider,0.36
UNH,UnitedHealth Faces Challenges from Drug Pricing Reform,UnitedHealth (UNH) faces headwinds from drug pricing reform. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2022-04-01,TipRanks,-0.34
TMO,Deutsche Bank Increases Thermo Fisher Price Target to $461,"Deutsche Bank analyst increases Thermo Fisher (TMO) price target to $461, citing market share gains. The firm maintains a Buy rating on the stock.",2022-04-01,CNBC,0.28
LMT,Lockheed Martin Faces Investigation by SEC,"The SEC opened an investigation into Lockheed Martin's business practices, focusing on potential regulatory violations. Lockheed Martin said it would cooperate fully with the inquiry.",2022-04-01,Zacks,-0.4
MSFT,KeyBanc Raises Microsoft Price Target to $148,"KeyBanc analyst raises Microsoft (MSFT) price target to $148, citing margin expansion. The firm maintains a Buy rating on the stock.",2022-04-04,The Motley Fool,0.7
NVDA,Nvidia Shares Tumble 6.2% Amid Banking Sector Stress,Nvidia (NVDA) shares tumbleed 6.2% as banking sector stress. Investors moved to reduce risk exposure. The broader market also faced selling pressure.,2022-04-04,TipRanks,-0.44
META,Jefferies Raises Meta Platforms Price Target to $204,"Jefferies analyst raises Meta Platforms (META) price target to $204, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2022-04-04,Seeking Alpha,0.44
INTC,"Intel Reports Q2 Revenue of $20.7B, Beating Expectations","Intel announced Q2 2022 revenue of $20.7 billion, surpassing analyst estimates. The company reported earnings per share of $5.3, above consensus. Management raised full-year guidance citing strong demand.",2022-04-04,TipRanks,0.75
